84,0,-36,-2,84
62,15,-36,-2,84
61,30,-36,-2,84
64,45,-36,-2,84
77,60,-36,-2,84
71,75,-36,-2,84
39,90,-36,-2,84
51,105,-36,-2,84
48,120,-36,-2,84
50,135,-36,-2,84
62,150,-36,-2,84
65,0,-36,-2,172
63,15,-36,-2,172
162,30,-36,-2,172
199,45,-36,-2,172
171,60,-36,-2,172
74,75,-36,-2,172
57,90,-36,-2,172
55,105,-36,-2,172
54,120,-36,-2,172
55,135,-36,-2,172
39,150,-36,-2,172
80,0,-36,-2,172
135,15,-36,-2,172
190,30,-36,-2,172
162,45,-36,-2,172
114,60,-36,-2,172
75,75,-36,-2,172
58,90,-36,-2,172
55,105,-36,-2,172
52,120,-36,-2,172
54,135,-36,-2,172
43,150,-36,-2,172
47,0,-36,-2,-100
147,15,-36,-2,-100
187,30,-36,-2,-100
166,45,-36,-2,-100
130,60,-36,-2,-100
320,75,-36,-2,-100
144,90,-36,-2,-100
173,105,-36,-2,-100
164,120,-36,-2,-100
154,135,-36,-2,-100
265,150,-36,-2,-100
97,0,-26,0,-100
156,15,-26,0,-100
82,30,-26,0,-100
215,45,-26,0,-100
182,60,-26,0,-100
164,75,-26,0,-100
154,90,-26,0,-100
141,105,-26,0,-100
131,120,-26,0,-100
135,135,-26,0,-100
97,150,-26,0,-100
135,0,-16,1,-100
130,15,-16,1,-100
190,30,-16,1,-100
180,45,-16,1,-100
215,60,-16,1,-100
